Category;Subcategory;parameter name;HOUSEHOLDS;SERVICES;INDUSTRY;TRANSPORTATION;PUBLIC_LIGHTING;AGRICULTURE;MINING;FISHING_OTHERS;Units
Electricity;Electricity;ELECTRICITY;13.60095781;17.67315209;130.3525873;0;0;0;0;0;[GWh]
Lighting;Building lighting;LIGHTING_R_C;1.222041603;0;9.659977126;0;0;0;0;0;[GWh]
Lighting;Public lighting;LIGHTING_P;0;1.33436473;0;0;0;0;0;0;[GWh]
Heat;High temperature;HEAT_HIGH_T;0;0;323.273482;0;0;0;0;0;[GWh]
Heat;Space heating;HEAT_LOW_T_SH;1.429276732;0;0;0;0;0;0;0;[GWh]
Heat;Hot water;HEAT_LOW_T_HW;70.63355361;0;0;0;0;0;0;0;[GWh]
Heat;Cooking;COOKING;282.887938;22.95947822;0;0;0;0;0;0;[GWh]
Cold;Process cooling;PROCESS_COOLING;0;0;0;0;0;0;0;0;[GWh]
Cold;Space cooling;SPACE_COOLING;0;0;0;0;0;0;0;0;[GWh]
Cold;Food preservation;FOOD_PRESERVATION;27.35043602;0;0;0;0;0;0;0;[GWh]
Mobility;Passenger;MOBILITY_PASSENGER;0;0;0;16209.06049;0;0;0;0;[Mpkm]
Mobility;Freight;MOBILITY_FREIGHT;0;0;0;814.4864682;0;0;0;0;[Mtkm]
Mobility;Long-haul passenger flights;AVIATION_LONG_HAUL;0;0;0;0;0;0;0;0;[Mpkm]
Mobility;International shipping;SHIPPING;0;0;0;1.465348946;0;0;0;0;[Mtkm]
Mechanical;Mechanical energy commercial;MECHANICAL_ENERGY_COMM;0;3.869854901;0;0;0;0;0;0;[GWh]
Mechanical;Mechanical energy industrial;MECHANICAL_ENERGY_IND;0;0;0;0;0;0;0;0;[GWh]
Mechanical;Mechanical energy agriculture mobility;MECHANICAL_ENERGY_MOV_AGR;0;0;0;0;0;0;0;0;[GWh]
Mechanical;Mechanical energy agriculture fixed;MECHANICAL_ENERGY_FIX_AGR;0;0;0;0;0;607.784004;0;0;[GWh]
Mechanical;Mechanical energy mining;MECHANICAL_ENERGY_MIN;0;0;0;0;0;0;0;0;[GWh]
Mechanical;Mechanical energy fishing;MECHANICAL_ENERGY_FISH_OTHERS;0;0;0;0;0;0;0;47.32062513;[GWh]
Non-energy;Non-energy;NON_ENERGY;0;0;4.37428134;0;0;0;0;0;[GWh]
