Category;Subcategory;parameter name;HOUSEHOLDS;SERVICES;INDUSTRY;TRANSPORTATION;PUBLIC_LIGHTING;AGRICULTURE;MINING;FISHING_OTHERS;Units
Electricity;Electricity;ELECTRICITY;39.9003169;75.5979448;20.6426638;0;0;0;0;0;[GWh]
Lighting;Building lighting;LIGHTING_R_C;2.424809853;0;4.18455307;0;0;0;0;0;[GWh]
Lighting;Public lighting;LIGHTING_P;0;3.595116987;0;0;0;0;0;0;[GWh]
Heat;High temperature;HEAT_HIGH_T;0;0;562.4087902;0;0;0;0;0;[GWh]
Heat;Space heating;HEAT_LOW_T_SH;0.968113425;0;0;0;0;0;0;0;[GWh]
Heat;Hot water;HEAT_LOW_T_HW;39.61759096;0;0;0;0;0;0;0;[GWh]
Heat;Cooking;COOKING;262.002767;0;0;0;0;0;0;0;[GWh]
Cold;Process cooling;PROCESS_COOLING;0;0;0;0;0;0;0;0;[GWh]
Cold;Space cooling;SPACE_COOLING;0;0;0;0;0;0;0;0;[GWh]
Cold;Food preservation;FOOD_PRESERVATION;24.32846292;0;0;0;0;0;0;0;[GWh]
Mobility;Passenger;MOBILITY_PASSENGER;0;0;0;11723.28902;0;0;0;0;[Mpkm]
Mobility;Freight;MOBILITY_FREIGHT;0;0;0;161.7771726;0;0;0;0;[Mtkm]
Mobility;Long-haul passenger flights;AVIATION_LONG_HAUL;0;0;0;0;0;0;0;0;[Mpkm]
Mobility;International shipping;SHIPPING;0;0;0;2.317988491;0;0;0;0;[Mtkm]
Mechanical;Mechanical energy commercial;MECHANICAL_ENERGY_COMM;0;2.731058235;0;0;0;0;0;0;[GWh]
Mechanical;Mechanical energy industrial;MECHANICAL_ENERGY_IND;0;0;0;0;0;0;0;0;[GWh]
Mechanical;Mechanical energy agriculture mobility;MECHANICAL_ENERGY_MOV_AGR;0;0;0;0;0;0;0;0;[GWh]
Mechanical;Mechanical energy agriculture fixed;MECHANICAL_ENERGY_FIX_AGR;0;0;0;0;0;38.15136629;0;0;[GWh]
Mechanical;Mechanical energy mining;MECHANICAL_ENERGY_MIN;0;0;0;0;0;0;0;0;[GWh]
Mechanical;Mechanical energy fishing;MECHANICAL_ENERGY_FISH_OTHERS;0;0;0;0;0;0;0;31.0912864;[GWh]
Non-energy;Non-energy;NON_ENERGY;0;0;7.449365534;0;0;0;0;0;[GWh]
