Category;Subcategory;parameter name;HOUSEHOLDS;SERVICES;INDUSTRY;TRANSPORTATION;PUBLIC_LIGHTING;AGRICULTURE;MINING;FISHING_OTHERS;Units
Electricity;Electricity;ELECTRICITY;576.8978029;1044.161501;589.5455755;0;0;0;0;0;[GWh]
Lighting;Building lighting;LIGHTING_R_C;22.78103763;0;76.41462577;0;0;0;0;0;[GWh]
Lighting;Public lighting;LIGHTING_P;0;16.00245906;0;0;0;0;0;0;[GWh]
Heat;High temperature;HEAT_HIGH_T;0;0;7130.888551;0;0;0;0;0;[GWh]
Heat;Space heating;HEAT_LOW_T_SH;0;0;0;0;0;0;0;0;[GWh]
Heat;Hot water;HEAT_LOW_T_HW;209.6431838;0;0;0;0;0;0;0;[GWh]
Heat;Cooking;COOKING;1449.836974;0;0;0;0;0;0;0;[GWh]
Cold;Process cooling;PROCESS_COOLING;0;0;0;0;0;0;0;0;[GWh]
Cold;Space cooling;SPACE_COOLING;1005.840149;0;0;0;0;0;0;0;[GWh]
Cold;Food preservation;FOOD_PRESERVATION;109.4780831;0;0;0;0;0;0;0;[GWh]
Mobility;Passenger;MOBILITY_PASSENGER;0;0;0;97567.42541;0;0;0;0;[Mpkm]
Mobility;Freight;MOBILITY_FREIGHT;0;0;0;4406.183286;0;0;0;0;[Mtkm]
Mobility;Long-haul passenger flights;AVIATION_LONG_HAUL;0;0;0;0;0;0;0;0;[Mpkm]
Mobility;International shipping;SHIPPING;0;0;0;48.75127751;0;0;0;0;[Mtkm]
Mechanical;Mechanical energy commercial;MECHANICAL_ENERGY_COMM;0;22.82709508;0;0;0;0;0;0;[GWh]
Mechanical;Mechanical energy industrial;MECHANICAL_ENERGY_IND;0;0;0;0;0;0;0;0;[GWh]
Mechanical;Mechanical energy agriculture mobility;MECHANICAL_ENERGY_MOV_AGR;0;0;0;0;0;0;0;0;[GWh]
Mechanical;Mechanical energy agriculture fixed;MECHANICAL_ENERGY_FIX_AGR;0;0;0;0;0;506.2395752;0;0;[GWh]
Mechanical;Mechanical energy mining;MECHANICAL_ENERGY_MIN;0;0;0;0;0;0;0;0;[GWh]
Mechanical;Mechanical energy fishing;MECHANICAL_ENERGY_FISH_OTHERS;0;0;0;0;0;0;0;102.357402;[GWh]
Non-energy;Non-energy;NON_ENERGY;0;0;39.41955928;0;0;0;0;0;[GWh]
