Category;Subcategory;parameter name;HOUSEHOLDS;SERVICES;INDUSTRY;TRANSPORTATION;PUBLIC_LIGHTING;AGRICULTURE;MINING;FISHING_OTHERS;Units
Electricity;Electricity;ELECTRICITY;8.906212267;20.83171626;2.0732802;0;0;0;0;0;[GWh]
Lighting;Building lighting;LIGHTING_R_C;0.438020936;0;0.271973784;0;0;0;0;0;[GWh]
Lighting;Public lighting;LIGHTING_P;0;0.442754054;0;0;0;0;0;0;[GWh]
Heat;High temperature;HEAT_HIGH_T;0;0;23.95451861;0;0;0;0;0;[GWh]
Heat;Space heating;HEAT_LOW_T_SH;0;0;0;0;0;0;0;0;[GWh]
Heat;Hot water;HEAT_LOW_T_HW;5.207180248;0;0;0;0;0;0;0;[GWh]
Heat;Cooking;COOKING;32.51610467;0;0;0;0;0;0;0;[GWh]
Cold;Process cooling;PROCESS_COOLING;0;0;0;0;0;0;0;0;[GWh]
Cold;Space cooling;SPACE_COOLING;2.901510379;0;0;0;0;0;0;0;[GWh]
Cold;Food preservation;FOOD_PRESERVATION;3.418804503;0;0;0;0;0;0;0;[GWh]
Mobility;Passenger;MOBILITY_PASSENGER;0;0;0;1678.060624;0;0;0;0;[Mpkm]
Mobility;Freight;MOBILITY_FREIGHT;0;0;0;132.8074995;0;0;0;0;[Mtkm]
Mobility;Long-haul passenger flights;AVIATION_LONG_HAUL;0;0;0;0;0;0;0;0;[Mpkm]
Mobility;International shipping;SHIPPING;0;0;0;0.589069124;0;0;0;0;[Mtkm]
Mechanical;Mechanical energy commercial;MECHANICAL_ENERGY_COMM;0;0.67162771;0;0;0;0;0;0;[GWh]
Mechanical;Mechanical energy industrial;MECHANICAL_ENERGY_IND;0;0;0;0;0;0;0;0;[GWh]
Mechanical;Mechanical energy agriculture mobility;MECHANICAL_ENERGY_MOV_AGR;0;0;0;0;0;0;0;0;[GWh]
Mechanical;Mechanical energy agriculture fixed;MECHANICAL_ENERGY_FIX_AGR;0;0;0;0;0;18.35782407;0;0;[GWh]
Mechanical;Mechanical energy mining;MECHANICAL_ENERGY_MIN;0;0;0;0;0;0;0;0;[GWh]
Mechanical;Mechanical energy fishing;MECHANICAL_ENERGY_FISH_OTHERS;0;0;0;0;0;0;0;4.281161757;[GWh]
Non-energy;Non-energy;NON_ENERGY;0;0;0.14954808;0;0;0;0;0;[GWh]
